carat	cut	color	clarity	depth	table	price	x	y	z
0.3	Premium	H	VVS1	61.8	58.0	878	4.36	4.32	2.68
0.7	Very Good	D	VVS1	63.4	59.0	4362	5.63	5.64	3.57
1.07	Very Good	G	VS2	60.5	56.0	6355	6.64	6.71	4.04
0.71	Very Good	H	SI1	63.5	57.0	2207	5.67	5.64	3.59
0.4	Very Good	E	VVS2	59.8	60.0	1184	4.8	4.84	2.88
0.34	Ideal	D	VS2	62.9	56.0	1033	4.5	4.44	2.81
1.5	Premium	E	VS2	60.7	60.0	14386	7.41	7.32	4.47
1.62	Ideal	F	VS2	61.2	57.0	18281	7.52	7.58	4.62
1.09	Premium	D	SI2	61.9	61.0	3961	6.58	6.54	4.06
0.31	Premium	G	SI1	60.4	58.0	593	4.42	4.39	2.66
0.33	Ideal	E	VVS2	61.4	55.0	802	4.46	4.5	2.75
1.25	Premium	J	SI2	61.5	57.0	4690	7.0	6.93	4.28
1.51	Ideal	J	VS1	62.7	56.0	8092	7.3	7.35	4.59
1.52	Good	H	SI1	63.8	60.0	9898	7.24	7.3	4.64
0.53	Ideal	H	SI1	61.9	56.0	1255	5.17	5.23	3.22
1.03	Very Good	D	SI1	61.2	54.0	5948	6.53	6.61	4.02
0.34	Ideal	G	VS2	62.7	55.0	596	4.48	4.49	2.81
1.19	Good	H	VS1	60.8	61.0	7152	6.86	6.88	4.18
0.51	Premium	E	SI1	61.3	59.0	1624	5.15	5.13	3.15
0.31	Premium	H	VVS1	61.8	59.0	786	4.36	4.32	2.68
1.01	Ideal	H	SI2	62.4	57.0	4693	6.36	6.43	3.99
0.42	Ideal	F	VVS2	61.1	57.0	1221	4.84	4.82	2.95
0.32	Ideal	E	VVS1	60.5	57.0	917	4.44	4.48	2.7
1.02	Very Good	G	SI1	62.0	57.0	4633	6.41	6.5	4.0
0.91	Ideal	E	SI2	60.8	56.0	3898	6.29	6.25	3.81
0.53	Ideal	F	IF	61.9	54.0	2802	5.22	5.25	3.24
0.39	Very Good	G	VS1	61.7	62.0	741	4.65	4.69	2.88
1.11	Ideal	D	VVS1	62.1	55.0	14584	6.63	6.64	4.12
0.9	Very Good	J	SI2	62.9	55.0	2482	6.13	6.17	3.87
1.02	Very Good	F	VS2	63.3	59.0	6597	6.4	6.37	4.04
0.42	Ideal	F	VVS1	62.0	55.0	1389	4.84	4.81	2.99
0.31	Ideal	D	VS2	61.5	56.0	734	4.35	4.37	2.68
0.28	Ideal	H	VS1	62.2	54.0	462	4.19	4.23	2.62
0.6	Ideal	E	VS1	59.6	59.0	2339	5.52	5.45	3.27
0.76	Very Good	H	SI2	59.8	58.0	2418	5.94	5.96	3.56
1.73	Ideal	I	VS1	61.4	57.0	13250	7.7	7.65	4.71
1.15	Ideal	G	VS2	61.6	55.0	7587	6.74	6.76	4.16
0.53	Ideal	I	IF	62.1	55.0	1654	5.18	5.22	3.23
0.45	Premium	F	SI1	61.1	58.0	1046	4.97	4.95	3.03
1.16	Premium	F	SI2	62.1	59.0	5072	6.71	6.76	4.18
0.41	Ideal	F	VVS1	62.0	55.0	1356	4.78	4.74	2.95
0.7	Very Good	E	VS2	58.9	60.0	2845	5.83	5.85	3.44
0.55	Ideal	E	VS1	61.1	55.0	1975	5.3	5.33	3.25
0.82	Ideal	F	SI1	62.1	56.0	3361	6.04	6.0	3.74
0.71	Fair	D	SI1	55.5	62.0	2086	6.0	5.97	3.32
0.23	Ideal	F	VVS1	62.7	57.0	530	3.9	3.92	2.45
0.4	Ideal	G	VVS1	61.4	55.0	1200	4.76	4.72	2.91
0.32	Ideal	D	SI1	59.3	55.0	589	4.51	4.53	2.68
1.21	Very Good	H	VS2	62.1	60.0	6745	6.77	6.83	4.22
1.17	Very Good	G	VS2	63.2	57.0	7076	6.73	6.71	4.25
0.31	Ideal	F	VS2	60.8	57.0	749	4.41	4.38	2.67
1.03	Ideal	F	VS2	59.1	55.0	6543	6.6	6.69	3.93
0.41	Premium	F	VS1	60.8	58.0	1076	4.82	4.76	2.91
0.4	Premium	E	SI1	60.9	60.0	945	4.77	4.75	2.9
1.02	Very Good	F	SI1	63.0	58.0	4594	6.36	6.4	4.02
1.05	Good	H	IF	64.3	58.0	6703	6.5	6.35	4.13
1.25	Ideal	D	SI2	61.9	54.4	6779	6.9	6.93	4.28
0.83	Ideal	H	SI2	60.7	57.0	2201	6.08	6.05	3.68
0.32	Ideal	E	VS2	61.9	56.0	702	4.35	4.4	2.71
0.33	Ideal	H	VS1	61.8	56.0	579	4.41	4.46	2.74
0.55	Ideal	E	VS1	61.2	57.0	2001	5.28	5.3	3.24
1.01	Good	D	VVS2	63.7	57.0	8943	6.29	6.36	4.03
0.56	Ideal	H	SI1	61.9	54.0	1270	5.3	5.33	3.29
0.3	Ideal	F	VS2	62.3	57.0	605	4.3	4.33	2.69
0.91	Premium	D	SI1	60.2	60.0	4429	6.25	6.3	3.78
1.5	Fair	D	VS2	65.4	53.0	12606	7.12	7.1	4.65
1.51	Very Good	E	VS2	62.7	59.0	12779	7.2	7.32	4.55
1.5	Very Good	D	SI1	63.4	58.0	11352	7.16	7.25	4.57
0.56	Premium	E	VS2	61.9	55.0	1915	5.31	5.25	3.27
0.3	Good	F	VVS1	63.7	59.0	752	4.17	4.24	2.68
1.0	Very Good	E	SI2	62.6	58.0	4426	6.33	6.39	3.98
0.44	Ideal	I	VVS1	61.2	55.0	1107	4.92	4.95	3.02
0.57	Very Good	F	SI1	62.6	58.0	1403	5.28	5.32	3.32
0.53	Ideal	D	VS2	61.1	56.0	1825	5.28	5.24	3.21
0.56	Premium	E	SI1	61.5	60.0	1755	5.27	5.3	3.25
0.31	Premium	I	VS2	59.9	60.0	435	4.41	4.44	2.65
0.96	Very Good	D	SI2	60.2	63.0	3419	6.36	6.3	3.81
0.32	Ideal	F	IF	61.2	56.0	1204	4.41	4.45	2.71
0.51	Ideal	G	VS1	60.9	56.0	1708	5.16	5.19	3.15
0.71	Premium	I	VS1	62.5	61.0	2202	5.68	5.64	3.54
0.51	Very Good	E	VS2	63.3	56.0	1781	5.12	5.08	3.23
1.25	Ideal	I	SI2	63.3	56.0	5292	6.87	6.83	4.34
0.74	Premium	D	SI2	61.8	59.0	2291	5.85	5.83	3.61
1.35	Premium	J	VS2	60.5	56.0	6254	7.19	7.12	4.33
0.77	Premium	F	VS2	62.4	59.0	3018	5.85	5.81	3.64
0.67	Very Good	G	VS2	61.7	59.7	2131	5.56	5.61	3.45
0.74	Very Good	H	VS1	61.9	59.1	2709	5.74	5.77	3.56
1.2	Premium	H	SI1	61.2	57.0	6129	6.91	6.78	4.19
0.23	Very Good	E	VVS2	62.5	55.0	505	3.94	3.96	2.47
0.24	Very Good	D	VVS2	58.7	61.0	485	4.04	4.07	2.38
0.51	Ideal	G	VS1	62.4	57.0	1689	5.1	5.13	3.19
2.01	Very Good	G	SI1	63.1	59.0	18741	8.03	7.98	5.05
0.48	Ideal	F	SI2	61.0	57.0	918	5.05	5.08	3.09
0.92	Ideal	J	VS1	62.4	56.0	3332	6.23	6.19	3.88
1.01	Very Good	F	SI1	60.8	59.0	4869	6.49	6.53	3.96
1.01	Very Good	G	SI1	62.7	58.0	5231	6.35	6.4	4.0
0.72	Ideal	H	VVS2	60.9	57.0	2869	5.79	5.77	3.52
1.01	Premium	H	VS2	61.6	59.0	5166	6.39	6.41	3.94
1.2	Premium	G	VVS2	59.7	60.0	9475	7.0	6.91	4.15
0.41	Premium	G	VS1	62.3	56.0	961	4.8	4.77	2.98
0.55	Very Good	F	SI1	59.5	61.0	1410	5.28	5.41	3.18
1.59	Very Good	D	SI2	59.9	59.0	10685	7.6	7.52	4.53
0.41	Premium	D	VS2	62.6	59.0	792	4.74	4.75	2.97
0.3	Ideal	F	VVS2	61.8	55.0	694	4.33	4.35	2.68
1.11	Premium	H	VS2	62.0	59.0	5395	6.66	6.59	4.11
0.27	Ideal	F	VVS2	60.0	62.0	583	4.21	4.22	2.53
1.03	Premium	H	SI1	59.2	60.0	5105	6.62	6.58	3.91
0.71	Good	I	VS1	63.3	56.0	2306	5.65	5.69	3.59
0.71	Very Good	F	VS1	62.2	55.0	3045	5.68	5.74	3.56
1.5	Premium	G	VS2	62.5	59.0	12787	7.27	7.23	4.53
0.42	Premium	G	VS1	60.9	58.0	984	4.84	4.81	2.94
0.52	Very Good	G	SI1	61.1	56.0	1311	5.19	5.23	3.18
0.67	Good	D	SI2	64.7	55.0	1664	5.5	5.54	3.57
1.28	Ideal	I	SI2	62.5	59.0	5719	6.88	6.95	4.32
1.01	Very Good	E	SI2	60.0	60.0	4540	6.57	6.49	3.92
1.08	Very Good	H	VVS1	63.1	57.0	6623	6.57	6.52	4.13
1.02	Very Good	F	SI2	60.2	61.0	4162	6.48	6.52	3.91
0.34	Good	E	SI1	63.5	55.0	556	4.44	4.47	2.83
0.52	Very Good	D	SI1	63.8	56.0	1452	5.06	5.1	3.24
1.0	Ideal	H	VVS1	61.5	59.0	6535	6.37	6.41	3.93
0.58	Ideal	E	SI2	61.4	57.1	1392	5.36	5.38	3.3
0.3	Premium	D	VS2	60.6	58.0	710	4.32	4.36	2.63
1.59	Premium	G	SI1	62.3	60.0	11719	7.49	7.42	4.64
1.01	Premium	G	VVS2	59.4	58.0	7366	6.53	6.51	3.93
1.5	Good	G	VS2	63.6	60.0	12787	7.24	7.2	4.59
0.56	Premium	F	I1	62.6	60.0	953	5.3	5.15	3.27
1.53	Premium	H	SI1	62.0	60.0	7608	7.31	7.27	4.55
0.4	Ideal	E	VS2	61.1	56.0	912	4.75	4.77	2.91
1.09	Premium	F	SI1	62.7	58.0	5384	6.56	6.51	4.1
0.53	Ideal	G	VS1	61.9	56.0	1721	5.17	5.2	3.21
0.83	Premium	F	VS2	60.2	60.0	3557	6.04	6.09	3.65
1.76	Premium	D	SI1	61.0	60.0	12063	7.76	7.68	4.77
0.71	Ideal	D	VS2	59.9	57.0	3540	5.8	5.83	3.48
0.25	Very Good	F	VVS2	61.8	58.0	575	4.05	4.07	2.51
0.5	Premium	H	VVS1	62.5	58.0	1710	5.05	5.1	3.17
1.04	Ideal	F	VS2	62.1	57.0	6814	6.53	6.48	4.04
0.24	Very Good	E	VVS2	60.6	62.0	478	4.03	4.06	2.45
0.41	Ideal	J	VS1	62.0	53.6	674	4.75	4.79	2.96
0.72	Very Good	I	VS1	64.0	56.0	2048	5.65	5.73	3.65
1.2	Ideal	D	SI2	61.0	60.0	6636	6.81	6.84	4.16
0.3	Ideal	F	VVS1	61.2	55.0	802	4.33	4.36	2.66
0.31	Premium	F	IF	61.6	58.0	874	4.33	4.37	2.68
0.9	Ideal	G	VS2	62.6	57.0	4269	6.14	6.2	3.86
1.48	Good	G	IF	59.8	61.0	15164	7.54	7.34	4.45
1.23	Premium	I	SI1	60.3	58.0	5717	6.95	6.92	4.18
1.2	Very Good	H	SI1	62.1	58.0	6019	6.72	6.77	4.19
1.7	Premium	F	VS2	62.5	61.0	13737	7.54	7.45	4.69
0.23	Very Good	F	VVS2	58.1	63.0	600	4.08	4.04	2.36
0.6	Ideal	I	SI2	62.2	54.0	1125	5.4	5.44	3.37
1.16	Premium	E	SI1	61.3	60.0	6366	6.7	6.64	4.09
0.63	Ideal	E	VS2	60.8	57.0	2513	5.53	5.55	3.37
0.36	Premium	H	VVS2	60.6	58.0	932	4.6	4.58	2.78
0.73	Premium	F	VS1	61.9	56.0	2961	5.81	5.76	3.58
0.34	Ideal	E	VS1	59.1	57.0	698	4.55	4.58	2.7
0.4	Very Good	F	SI1	62.2	57.0	737	4.67	4.72	2.92
0.78	Premium	F	SI2	62.8	56.0	2200	5.9	5.86	3.69
1.14	Ideal	F	SI2	61.7	56.0	4591	6.71	6.67	4.13
0.31	Ideal	E	VS2	62.0	56.0	589	4.36	4.38	2.71
0.25	Very Good	F	IF	63.3	59.0	526	3.99	4.04	2.54
0.37	Ideal	G	VS2	62.2	57.0	833	4.64	4.59	2.87
1.03	Premium	E	VS2	61.2	59.0	7192	6.53	6.47	3.98
0.56	Very Good	E	SI1	62.8	57.6	1659	5.26	5.31	3.32
0.5	Good	D	SI1	63.2	57.0	1436	5.02	5.07	3.19
0.74	Ideal	G	SI1	61.6	55.0	2760	5.8	5.85	3.59
1.5	Premium	E	SI1	61.5	58.0	11233	7.28	7.36	4.5
0.33	Premium	G	VVS1	60.9	60.0	868	4.46	4.5	2.73
0.3	Premium	I	SI1	61.4	58.0	506	4.33	4.3	2.65
1.09	Ideal	E	SI2	61.9	55.0	5127	6.64	6.6	4.1
0.53	Ideal	D	VS2	61.6	56.0	2266	5.2	5.22	3.21
0.61	Ideal	E	VVS2	60.8	56.0	3056	5.5	5.47	3.34
0.26	Ideal	F	VVS1	60.3	56.0	733	4.15	4.17	2.51
0.51	Fair	E	VS2	65.5	51.0	1709	5.06	5.01	3.3
0.71	Ideal	F	SI2	60.7	57.0	2291	5.78	5.81	3.52
0.6	Premium	H	SI1	62.4	58.0	1170	5.4	5.34	3.35
0.3	Ideal	G	IF	60.9	58.0	863	4.32	4.35	2.64
0.55	Ideal	F	SI1	61.0	58.0	1368	5.25	5.28	3.21
0.59	Ideal	E	SI1	62.9	57.0	1789	5.36	5.33	3.36
1.76	Premium	E	SI2	62.1	58.0	9580	7.7	7.62	4.74
1.31	Premium	G	VS2	60.3	59.0	8818	7.08	7.12	4.28
0.54	Premium	F	VS2	62.0	59.0	1989	5.22	5.16	3.22
1.01	Good	F	SI1	63.5	57.0	4549	6.29	6.33	4.01
1.2	Premium	H	SI2	62.3	58.0	5376	6.81	6.76	4.23
1.43	Very Good	G	VS2	62.2	58.0	10419	7.15	7.18	4.46
3.11	Fair	J	I1	65.9	57.0	9823	9.15	9.02	5.98
2.0	Premium	J	SI2	60.9	54.0	11106	8.17	8.12	4.96
1.01	Ideal	F	I1	62.2	54.0	3377	6.42	6.44	4.0
1.22	Premium	G	VS1	61.3	58.0	8779	6.91	6.89	4.23
0.61	Ideal	G	VS2	61.6	55.0	2286	5.46	5.48	3.37
0.3	Ideal	G	SI1	61.4	57.0	477	4.28	4.32	2.64
1.01	Good	E	SI1	63.8	60.0	4256	6.36	6.31	4.04
0.9	Premium	I	SI1	62.1	59.0	3468	6.2	6.17	3.84
0.53	Ideal	H	VS2	62.6	57.0	1412	5.17	5.15	3.23
0.5	Premium	G	VVS2	61.6	60.0	1935	5.13	5.1	3.15
0.7	Good	D	SI1	61.3	61.0	2980	5.63	5.69	3.47
0.73	Ideal	I	VS2	60.8	56.0	3438	5.82	5.85	3.55
1.01	Good	F	SI2	63.9	54.0	4416	6.33	6.44	4.08
0.24	Very Good	E	VVS1	61.2	55.0	485	4.03	4.08	2.48
0.3	Premium	D	SI1	63.0	58.0	709	4.27	4.24	2.68
1.08	Ideal	H	SI1	62.7	57.0	4740	6.48	6.51	4.07
1.0	Premium	J	SI2	62.7	58.0	3293	6.32	6.28	3.95
0.71	Ideal	G	VVS2	61.5	56.0	3504	5.74	5.69	3.52
0.61	Good	I	VS2	63.4	55.0	1303	5.42	5.46	3.45
0.73	Ideal	I	VS1	62.1	54.0	2167	5.77	5.8	3.59
0.59	Very Good	E	VS2	60.8	57.0	2068	5.37	5.42	3.28
0.32	Ideal	F	VVS2	62.1	54.0	1008	4.44	4.41	2.75
0.43	Ideal	G	SI1	62.6	56.0	789	4.79	4.82	3.01
2.22	Ideal	I	VS2	61.3	56.0	18531	8.45	8.36	5.15
1.25	Ideal	G	SI2	61.5	56.0	6300	7.0	6.92	4.28
0.32	Ideal	E	VS2	61.8	54.0	599	4.4	4.43	2.73
1.12	Ideal	D	SI1	60.5	56.0	7153	6.75	6.78	4.09
1.11	Good	D	SI1	57.8	61.0	6088	6.83	6.78	3.93
0.59	Very Good	H	VS1	62.4	58.0	1561	5.39	5.42	3.37
1.37	Good	I	VS2	64.1	58.0	5449	6.92	6.9	4.43
0.3	Ideal	F	VVS1	62.1	55.0	868	4.31	4.32	2.68
1.02	Very Good	D	SI2	58.6	63.0	4583	6.56	6.54	3.84
0.32	Very Good	G	SI2	62.4	59.0	421	4.35	4.4	2.73
1.37	Premium	J	SI2	60.7	60.0	5156	7.19	7.07	4.33
0.32	Ideal	I	SI1	62.4	57.0	432	4.35	4.37	2.72
1.25	Ideal	D	VS2	62.6	56.0	9933	6.84	6.87	4.29
1.58	Ideal	I	VVS1	61.9	55.0	11435	7.47	7.51	4.64
0.32	Premium	G	IF	62.0	60.0	1020	4.41	4.37	2.72
0.72	Ideal	F	SI2	61.9	54.0	2674	5.83	5.73	3.57
0.83	Ideal	H	SI2	61.8	57.0	1863	6.08	5.99	3.73
1.01	Premium	H	VS2	62.3	62.0	4769	6.39	6.35	3.97
1.0	Premium	G	VS2	61.9	58.0	6160	6.45	6.41	3.98
0.7	Good	E	SI1	63.6	62.0	2407	5.6	5.57	3.55
0.4	Ideal	H	VVS2	62.2	56.0	877	4.7	4.75	2.94
1.28	Ideal	G	SI2	61.8	56.0	6833	6.95	6.99	4.31
1.24	Premium	H	VS1	61.2	59.0	7493	6.94	6.91	4.24
0.53	Ideal	E	VS2	60.9	56.0	1786	5.27	5.28	3.21
0.42	Very Good	E	VS2	61.9	59.0	958	4.75	4.81	2.96
0.4	Ideal	G	VVS2	62.4	56.0	1050	4.68	4.64	2.91
0.75	Ideal	G	SI1	62.2	55.0	2760	5.87	5.8	3.63
0.41	Very Good	G	VVS2	59.1	60.0	889	4.84	4.87	2.87
1.13	Premium	H	SI1	62.0	58.0	5050	6.67	6.63	4.12
0.4	Ideal	F	VS2	60.6	55.0	1080	4.82	4.78	2.91
2.27	Ideal	I	SI2	63.0	54.0	15710	8.36	8.39	5.28
0.32	Ideal	F	VS1	61.3	56.0	702	4.4	4.44	2.71
0.27	Ideal	F	VVS2	62.0	55.0	760	4.14	4.16	2.57
0.31	Very Good	H	SI1	61.4	55.0	446	4.36	4.44	2.7
1.56	Good	J	VS2	57.6	65.0	6966	7.6	7.62	4.38
0.79	Very Good	E	SI2	59.2	59.0	2941	6.04	6.06	3.58
1.01	Very Good	E	VS2	60.4	57.0	6577	6.45	6.49	3.91
1.0	Very Good	H	SI2	64.1	54.0	3991	6.3	6.33	4.05
1.12	Premium	F	SI2	60.5	59.0	4654	6.79	6.73	4.09
0.72	Very Good	H	VS1	62.8	56.0	2206	5.72	5.77	3.61
0.37	Good	E	VS2	63.5	56.0	681	4.55	4.59	2.9
0.32	Ideal	G	VVS2	62.6	57.0	936	4.38	4.34	2.73
1.16	Premium	H	SI1	61.2	57.0	5554	6.84	6.76	4.16
1.33	Very Good	I	SI1	62.6	56.0	6513	6.97	7.03	4.38
0.33	Very Good	D	SI1	62.8	56.0	608	4.39	4.43	2.77
1.21	Very Good	E	SI1	61.0	60.0	5885	6.83	6.88	4.18
1.5	Good	G	SI1	63.7	59.0	10428	7.19	7.23	4.59
0.7	Very Good	I	VVS2	63.3	55.0	2415	5.67	5.61	3.57
1.03	Premium	H	VS2	62.6	56.0	5364	6.43	6.38	4.01
0.35	Good	I	SI1	63.6	56.0	472	4.5	4.53	2.87
0.54	Ideal	E	VS2	61.6	56.0	1774	5.24	5.28	3.24
0.34	Ideal	D	SI1	62.0	55.0	750	4.53	4.5	2.8
1.0	Very Good	G	VS1	60.6	63.0	6699	6.42	6.45	3.9
0.3	Ideal	F	SI1	62.5	56.0	475	4.28	4.3	2.68
0.53	Premium	E	VS2	59.9	61.0	1946	5.3	5.25	3.16
0.57	Ideal	D	SI1	62.4	56.0	1754	5.29	5.32	3.31
1.22	Premium	I	VS1	62.6	57.4	6763	6.76	6.8	4.24
0.3	Very Good	F	VS1	63.1	59.0	603	4.2	4.27	2.67
1.08	Ideal	H	SI1	61.8	54.0	5517	6.6	6.61	4.09
0.7	Ideal	G	VS2	62.9	56.0	2375	5.7	5.65	3.57
1.1	Ideal	E	SI2	61.6	57.0	4829	6.68	6.64	4.1
0.9	Fair	I	VVS2	60.9	66.0	3288	6.1	6.12	3.72
0.41	Good	J	VS2	64.0	59.0	565	4.64	4.71	2.99
0.3	Premium	E	VS2	62.8	59.0	844	4.26	4.24	2.67
2.15	Premium	G	SI2	61.2	58.0	11985	8.42	8.3	5.1
0.33	Ideal	E	VVS1	61.8	57.0	1052	4.43	4.4	2.73
0.4	Very Good	E	VVS1	61.2	61.0	1333	4.7	4.74	2.89
0.33	Ideal	G	VVS1	61.8	55.0	838	4.47	4.5	2.77
0.31	Ideal	G	IF	61.7	56.0	924	4.34	4.38	2.69
0.5	Very Good	E	SI1	62.7	55.0	1331	5.06	5.09	3.18
0.76	Ideal	G	SI2	62.7	56.0	2466	5.81	5.86	3.66
0.5	Very Good	H	IF	61.4	61.0	1923	5.14	5.03	3.12
0.71	Good	H	SI1	64.0	61.0	2207	5.61	5.54	3.57
0.3	Ideal	E	VVS2	60.9	57.0	786	4.32	4.35	2.64
1.23	Ideal	F	VS1	62.5	54.0	9660	6.82	6.85	4.27
0.5	Very Good	E	VS1	63.9	55.0	1604	4.98	5.03	3.2
0.53	Ideal	F	VS1	61.8	56.0	1812	5.2	5.22	3.22
0.7	Fair	G	VS2	57.3	63.0	2273	5.78	5.84	3.33
0.3	Ideal	G	IF	61.8	55.0	863	4.32	4.36	2.68
1.2	Premium	G	VS2	61.4	60.0	7603	6.77	6.81	4.17
0.3	Very Good	D	VS1	63.2	59.0	707	4.26	4.29	2.7
0.7	Very Good	H	VS1	62.1	56.0	2422	5.65	5.68	3.52
0.57	Very Good	G	SI1	61.1	57.0	1433	5.32	5.35	3.26
0.46	Ideal	E	VS1	61.9	55.0	1834	4.94	4.97	3.06
0.32	Ideal	G	VS1	62.3	54.0	645	4.37	4.39	2.73
0.36	Very Good	E	VVS1	61.4	56.0	1140	4.6	4.62	2.83
1.2	Ideal	G	VS1	62.4	57.1	8698	6.72	6.79	4.23
0.31	Ideal	D	VS2	61.8	56.0	879	4.39	4.35	2.7
1.23	Premium	I	SI2	62.5	60.0	5269	6.82	6.75	4.24
0.49	Premium	G	SI2	59.4	60.0	1084	5.17	5.14	3.06
0.75	Ideal	I	VS1	61.9	54.1	2564	5.82	5.85	3.61
0.52	Premium	E	VS2	62.8	55.0	1743	5.15	5.11	3.22
2.17	Premium	H	SI1	59.9	61.0	14452	8.39	8.38	5.02
0.37	Ideal	J	VS1	62.6	57.0	487	4.54	4.57	2.85
0.3	Very Good	E	VS1	61.7	56.0	755	4.3	4.33	2.66
0.78	Good	E	SI2	64.0	57.0	2379	5.84	5.81	3.73
0.3	Very Good	D	VS1	59.4	60.0	661	4.34	4.38	2.59
1.01	Ideal	F	SI1	63.0	57.0	4559	6.39	6.34	4.01
0.72	Ideal	H	SI2	61.4	55.0	2112	5.81	5.78	3.56
0.32	Premium	I	VS2	62.2	59.0	449	4.35	4.37	2.71
0.54	Very Good	F	VS1	60.0	61.0	1657	5.31	5.26	3.17
1.13	Ideal	F	SI2	61.8	57.0	5232	6.71	6.68	4.14
0.46	Premium	F	VS1	60.5	58.0	1432	5.02	4.97	3.02
0.69	Very Good	H	SI1	62.5	57.6	1757	5.66	5.72	3.55
1.01	Premium	H	SI1	61.8	61.0	4513	6.47	6.4	3.98
1.09	Ideal	G	VS1	60.5	57.0	7078	6.69	6.73	4.06
0.3	Ideal	J	VS1	59.7	57.0	394	4.37	4.4	2.62
0.91	Good	J	VS1	64.2	60.0	3210	6.01	5.95	3.84
0.41	Ideal	F	SI1	61.1	56.0	870	4.79	4.83	2.94
0.7	Very Good	D	VS2	62.6	58.0	3053	5.67	5.7	3.56
0.7	Very Good	H	VS2	63.4	60.0	2415	5.61	5.59	3.55
0.3	Ideal	E	VS1	61.5	56.0	710	4.31	4.37	2.67
0.4	Good	G	SI1	63.1	56.0	655	4.72	4.75	2.99
0.34	Premium	I	SI1	60.0	58.0	589	4.55	4.51	2.72
0.7	Ideal	E	VS2	61.5	54.0	2835	5.7	5.75	3.52
0.54	Ideal	D	SI1	61.7	55.0	1650	5.23	5.27	3.24
2.05	Premium	J	VS1	60.1	58.0	15067	8.25	8.19	4.94
0.7	Ideal	E	VS2	61.1	56.0	3370	5.76	5.81	3.53
0.53	Ideal	F	VS1	60.8	55.0	1939	5.26	5.3	3.21
1.12	Premium	H	SI2	61.4	59.0	3889	6.69	6.66	4.1
0.34	Very Good	H	VVS1	63.2	58.0	995	4.45	4.41	2.8
0.64	Good	E	SI2	56.6	59.0	1080	5.77	5.74	3.26
0.42	Premium	G	VS1	62.5	59.0	921	4.72	4.79	2.97
0.3	Ideal	G	VVS1	61.8	56.0	764	4.32	4.36	2.68
0.52	Ideal	H	VVS1	60.7	57.0	1639	5.23	5.25	3.18
1.21	Ideal	I	SI1	60.6	55.0	5556	6.92	6.87	4.18
1.5	Very Good	G	SI2	63.1	57.0	9282	7.29	7.25	4.59
0.52	Premium	I	SI1	62.9	58.0	1105	5.14	5.04	3.2
0.56	Ideal	D	VS1	60.4	56.0	2026	5.36	5.33	3.23
2.1	Fair	G	I1	64.6	58.0	6597	8.05	8.01	5.19
0.9	Very Good	F	SI1	61.6	56.0	3724	6.14	6.2	3.8
0.41	Ideal	I	VVS2	61.6	57.0	827	4.76	4.78	2.94
0.54	Ideal	F	VS2	60.1	56.0	1786	5.31	5.28	3.18
2.74	Very Good	H	SI2	63.3	58.0	17184	8.88	8.84	5.61
0.51	Very Good	F	VVS1	62.6	57.0	2223	5.06	5.1	3.18
0.32	Ideal	I	VVS1	62.2	53.0	575	4.42	4.45	2.76
0.3	Premium	D	SI2	60.9	58.0	447	4.29	4.32	2.62
0.31	Ideal	G	IF	62.6	53.0	891	4.36	4.39	2.74
1.26	Fair	I	SI2	64.8	57.0	4551	6.73	6.69	4.35
0.78	Ideal	D	SI1	62.4	57.0	3035	5.87	5.89	3.67
1.04	Ideal	E	SI2	62.0	55.0	4804	6.48	6.51	4.03
1.53	Very Good	E	VS2	61.2	60.0	14282	7.49	7.4	4.56
0.23	Very Good	E	VVS2	61.6	61.0	505	3.92	3.97	2.43
0.71	Fair	E	VS2	64.6	59.0	2902	5.62	5.59	3.62
0.33	Ideal	I	VS2	61.5	57.0	463	4.42	4.49	2.74
0.31	Ideal	D	VS2	62.5	56.0	734	4.31	4.36	2.71
1.07	Premium	G	SI2	62.0	59.0	4401	6.54	6.5	4.04
0.31	Good	F	VS2	63.9	56.0	802	4.32	4.29	2.75
1.23	Ideal	H	VS2	61.7	56.0	7687	6.92	6.88	4.26
0.92	Ideal	J	SI1	62.3	56.0	3170	6.24	6.29	3.9
0.91	Premium	J	VS2	61.6	58.0	3058	6.28	6.23	3.85
0.71	Very Good	F	SI2	63.2	57.0	2397	5.66	5.7	3.59
0.7	Premium	F	VS2	61.7	58.0	2838	5.69	5.63	3.49
0.31	Ideal	G	VVS1	61.8	54.0	789	4.39	4.41	2.72
1.0	Very Good	D	VS2	61.5	63.0	7146	6.35	6.31	3.89
0.82	Premium	H	SI2	60.4	58.0	2629	6.11	6.07	3.68
0.3	Very Good	F	VS2	62.8	58.0	605	4.24	4.29	2.68
0.42	Ideal	I	IF	61.7	55.0	961	4.83	4.86	2.99
0.3	Ideal	E	VVS2	61.1	56.0	742	4.34	4.37	2.66
1.02	Ideal	D	SI1	61.2	56.0	6040	6.51	6.56	4.0
0.57	Ideal	G	VS2	61.8	57.0	1728	5.32	5.3	3.28
1.04	Good	F	VS1	63.2	57.0	7399	6.41	6.44	4.06
0.7	Very Good	G	SI1	62.5	59.0	2545	5.69	5.73	3.57
0.32	Ideal	F	VS2	62.2	55.0	645	4.35	4.37	2.71
0.7	Premium	E	SI1	61.2	57.0	2777	5.73	5.68	3.49
0.72	Good	D	SI2	64.1	57.0	2254	5.64	5.71	3.64
1.2	Premium	D	SI2	61.4	60.0	5947	6.85	6.79	4.19
